,title,location,salary,Experience,date
3321,"Software Development Engineer, Amazon Fashion","San Diego, CA",116500,6,12/18/20
1737,Data Analyst,"Chicago, IL",77500,11,4/26/19
1533,Senior Analyst - Automation / RPA Designer,"Jacksonville, FL",89500,7,3/4/19
2438,Data Analyst,"Atlanta, GA",55500,7,9/25/17
1020,SYSTEMS ANALYST III - 21-146-70-DV,"Largo, MD 20774",80760.5,7,5/3/19
841,SYSTEMS ANALYST III - 21-146-70-DV,"Largo, MD 20774+1 location",80760.5,11,8/9/19
2880,Data Analyst,"Redmond, WA",115000,5,6/25/19
1251,Cloud Engineer,"Westlake, TX",102000,3,1/22/18
2734,Data Analyst,United States,92500,3,9/8/20
1890,(Data Risk Analyst: Data Modeler),"Fort Worth, TX",51000,7,9/14/19
357,Special Inspections Senior Engineer,"Woodbridge, VA",98379.5,11,10/15/17
347,Special Inspections Senior Engineer,"Woodbridge, VA",98379.5,8,8/31/17
131,Senior Software Engineer,"Washington, DC",142500,8,3/27/20
368,Senior Identity and Access Engineer,"Washington, DC•Temporarily Remote",128960,9,11/9/19
372,Senior Identity and Access Engineer,"Washington, DC•Temporarily Remote",128960,3,4/24/19
1439,Data Analyst,"Los Angeles, CA",63000,7,2/1/20
3233,Data Analyst,"Los Angeles, CA",63000,4,11/11/18
3322,Software Development Engineer,"Dallas, TX",149000,8,7/8/19
1948,Data Analyst,"San Francisco, CA",126000,9,11/16/20
3190,Data Analyst,"San Jose, CA",172500,8,11/14/20
1390,Data Analyst,"San Jose, CA",172500,10,11/20/19
1861,Data Analyst,"San Jose, CA",120000,8,1/11/19
118,Hardware/Software Design Engineer,"Fort Meade, MD",98945.5,9,1/6/18
1419,Data Analyst,"Austin, TX",46500,5,10/16/19
3214,Data Analyst,"Austin, TX",46500,11,10/7/17
1224,"Cloud Data Warehouse Engineer, Professional Services","Chicago, IL",69500,4,8/10/18
1242,"Cloud Data Warehouse Engineer, Professional Services","Austin, TX",68500,10,9/13/20
642,Foreign Service Facility Manager,"Washington, DC (Foggy Bottom area)",91657,3,8/25/20
809,Senior Computer User Support Specialist,"Alexandria, VA",66560,5,10/20/20
988,Senior Computer User Support Specialist,"Alexandria, VA",66560,3,9/23/19
1237,Cloud Engineer (Infra),"San Antonio, TX",87000,10,10/29/20
2867,Data Analyst (Marketing),"San Francisco, CA",92500,3,5/18/17
2058,Data Analyst (Marketing),"San Francisco, CA",80500,3,5/26/17
658,System Engineer Linux,"Washington, DC•Remote",95000,6,12/20/18
188,Systems Engineer,"Silver Spring, MD 20904+1 location",122720,9,5/29/19
206,Systems Engineer,"Silver Spring, MD 20904+1 location",122720,7,12/7/17
185,Systems Engineer,"Silver Spring, MD 20904+1 location",122720,11,4/30/19
1944,Senior Data Analyst,"San Francisco, CA",138500,9,2/22/17
1987,Data Analyst,"Redmond, WA",51000,4,12/25/17
412,SENIOR NETWORK ENGINEER,"Largo, MD 20774",108351.5,3,9/2/20
3242,Senior Data Analyst,"Los Angeles, CA",94500,11,5/18/18
1448,Senior Data Analyst,"Los Angeles, CA",94500,4,4/16/17
2224,Senior Data Analyst,"Mc Lean, VA",80000,8,9/21/19
3324,Software Development Engineer,"Cupertino, CA",111000,10,5/21/18
3062,Data Analyst -Python,United States,59500,5,10/18/20
2331,Data Analyst,"Portland, OR",112000,5,4/10/20
1234,Cloud Devops Engineer,"Scottsdale, AZ",152500,4,8/27/18
1718,Senior Data Analyst,"Los Angeles, CA",80000,11,11/5/20
1220,Cloud/Data Engineer,"New York, NY",119500,11,8/26/20
2109,Data Analyst,"Washington, DC",66000,5,1/29/19
2935,Data Analyst (Expert) TS/SCI with poly,"Herndon, VA",76000,5,3/2/19
1221,Cloud Data Platform Engineer,"Pasadena, CA",158000,5,10/29/18
2879,Data Analyst,"Seattle, WA",115000,9,7/15/20
2869,Data Analyst,"San Francisco, CA",92500,8,12/2/19
2888,Senior Data Analyst,"Redmond, WA",76000,6,7/7/19
2100,Senior Data Analyst,"Redmond, WA",115000,8,9/6/18
2439,Data Analyst,"Marietta, GA",55500,9,11/4/18
1062,Senior Data Scientist,"Washington, DC•Remote",175000,4,12/25/19
416,Cloud Software Engineer,"Annapolis Junction, MD",175000,6,4/21/19
2956,Data Analyst,"Milwaukie, OR",71500,3,7/1/20
353,Jr. DevOps Engineer - Secret,"Annapolis Junction, MD",77500,8,1/23/20
1902,Data Analyst,"Charlotte, NC",68000,6,9/30/19
1229,Cloud Data Engineer (Azure),"Chicago, IL",76500,5,9/15/19
1433,Data Analyst,"New York, NY",15500,11,4/7/18
3227,Data Analyst,"New York, NY",15500,9,7/24/18
3052,Data Analyst,Puerto Rico,92500,6,12/29/20
177,Software Engineer (Mobile Games),United States•Remote,70000,3,1/30/19
1255,Cloud Data Engineer,"Westerville, OH",83500,8,6/15/19
3111,Data Analyst,"Chicago, IL",64500,6,8/11/17
1297,Data Analyst,"Chicago, IL",64500,11,10/16/19
3318,Software Development Engineer,"Philadelphia, PA",100500,9,10/9/18
190,Senior Cloud Engineer,"Washington, DC 20001 (Shaw area)•Remote",225000,9,3/11/20
208,Senior Cloud Engineer,"Washington, DC 20001 (Shaw area)•Remote",225000,10,4/2/20
1831,Data Analyst,"Addison, TX",63500,3,10/23/19
3074,(Senior) Data Engineer,"Dallas, TX",84500,3,5/23/19
3279,Data Analyst,"Tempe, AZ",38500,7,4/6/19
1485,Data Analyst,"Tempe, AZ",38500,9,7/1/19
3127,Data Analyst,"Tempe, AZ",75000,8,1/6/20
1316,Data Analyst,"Tempe, AZ",75000,4,5/3/20
1994,Data Analyst,"Redmond, WA",51000,3,1/21/18
1536,Data Analyst - Intelligent Automation,"Fort Worth, TX",68000,4,9/29/18
1698,Data Analyst,"Los Angeles, CA",79000,4,1/8/19
3297,Data Analyst,"Los Angeles, CA",99000,11,6/20/17
2189,Data Analyst,"Chantilly, VA",68500,11,5/24/18
2534,Data Analyst,"Virginia Beach, VA",56000,9,6/3/18
1550,Data Analyst,"Charlotte, NC",57000,5,1/30/18
859,IT Project Manager,"Arlington, VA",140908,8,3/18/20
1032,IT Project Manager,"Arlington, VA",140908,4,11/27/18
1259,Data Analyst,"New York, NY",79000,6,4/7/19
3077,Data Analyst,"New York, NY",79000,6,7/9/19
2312,Data Analyst,"Bloomfield Hills, MI",63500,7,11/17/20
2245,Data Analyst (Expert) TS/SCI with poly with Security Clearance,"Herndon, VA",122500,4,4/25/20
1456,Data Analyst - Personalization,"Los Angeles, CA",114000,3,3/4/20
3250,Data Analyst - Personalization,"Los Angeles, CA",114000,10,3/20/17
1720,Data Analyst - Personalization,"Los Angeles, CA",40000,11,11/3/19
2894,Senior Data Analyst,"Silver Spring, MD",64500,3,5/7/20
3316,"Software Developer Engineer, IT - Enterprise Data","Phoenix, AZ",111000,6,10/2/18
174,Senior Software Test Engineer,"Reston, VA 20170+1 location•Remote",82500,7,11/28/19
764,Senior Software Engineer (SQL/.NET),"Bowie, MD 20716•Remote",120000,5,10/15/19
709,Senior Software Engineer (SQL/.NET),"Bowie, MD 20716•Remote",120000,11,11/1/20
723,Senior Software Engineer (SQL/.NET),"Bowie, MD 20716•Remote",120000,3,8/26/20
2729,Data Analyst,New Jersey,92500,8,5/20/18
2098,Data Analyst,"Redmond, WA",115000,5,12/19/20
2917,Data Analyst,"Herndon, VA",68500,8,6/29/20
1192,Project Manager/Business Consultant,"Houston, TX",49000,8,3/8/17
1203,Project Manager/Business Consultant,"Houston, TX",49000,8,6/12/19
133,Test Engineer,"Arlington, VA•Temporarily Remote",79040,3,4/16/19
2859,"Data analyst (Machine Learning, SQL)","Menlo Park, CA",126000,8,8/5/20
2753,Data Analyst,"Princeton, NJ",61500,5,1/18/17
1491,Data Analyst,"Chandler, AZ",98500,7,3/11/18
3285,Data Analyst,"Chandler, AZ",98500,5,7/11/20
1534,Data Analyst,"Arlington, TX",53500,7,6/5/20
2373,Data Analyst,"Hanover, MD",75500,11,12/11/20
2968,Data Analyst,"Hanover, MD",57000,6,5/1/17
1512,Data Analyst,"Dallas, TX",67500,7,7/16/18
2820,Data Analyst,"Skokie, IL",77500,11,12/5/18
2480,Data Analyst - Cyber security/ Fraud Analysis - W2 work,"Overland Park, KS",71000,3,3/28/17
1271,Data Analyst,"Burbank, CA",71000,6,4/26/19
1876,Data Analyst (Fluent in German),"Sunnyvale, CA",75500,4,10/20/20
1710,Data Analyst,"Anaheim, CA",53500,5,7/21/17
1680,Data Analyst,"Hampton, VA",56000,10,5/16/20
1486,Data Analyst - Data Warehouse,"Phoenix, AZ",38500,3,7/11/19
3280,Data Analyst - Data Warehouse,"Phoenix, AZ",38500,10,5/18/20
2916,Data Analyst (Government),"Oakton, VA",68500,7,10/4/18
2192,Data Analyst,"Bethesda, MD",62500,10,10/12/19
1933,Data Analyst,"San Francisco, CA",138500,7,7/22/19
2720,Data Analyst,Remote,67500,3,4/3/18
2202,Data Analyst,"Rockville, MD",62500,9,11/25/20
1617,Data Analyst,"New York, NY",59500,11,12/21/17
2848,Data Analyst,"Sunnyvale, CA",150000,11,10/16/20
2566,Data Analyst,"Tulsa, OK",62000,10,9/25/18
2717,Data Analyst,Virginia,67500,7,11/17/17
2215,Data Analyst,"Reston, VA",84500,9,10/19/20
1557,Data Analyst - Metadata Analyst,"Fort Mill, SC",49000,10,10/14/20
2838,Data Analyst,"Dallas, TX",52500,7,9/23/17
2293,Data Analyst,"Brentwood, TN",74500,4,11/5/20
1509,Data Analyst,"Dallas, TX",57000,10,11/18/20
3138,Data Analyst,"Philadelphia, PA",46500,3,4/21/19
1328,Data Analyst,"Philadelphia, PA",46500,4,9/30/20
3007,Data Analyst,"Tampa, FL",71000,6,5/2/17
1739,Senior Data Analyst,"Chicago, IL",77500,10,4/3/19
3259,Data Analyst,"Deerfield, IL",64500,3,2/13/19
1465,Data Analyst,"Deerfield, IL",64500,11,4/20/18
1592,Data Analyst,"New York, NY",69000,3,4/5/19
1616,Data Analyst,"New York, NY",59500,3,8/21/20
2636,Data Analyst (Contract),"Creve Coeur, MO",104500,4,10/16/20
2625,Data Analyst (Contract),"Creve Coeur, MO",49500,8,9/12/17
1667,Data Analyst,"Salt Lake City, UT",36500,4,10/30/17
2835,Senior Data Analyst,"San Antonio, TX",40000,4,5/17/20
2953,Data Analyst,"Beaverton, OR",71500,4,7/9/18
2831,Data Analyst,"Berlin, NJ",55000,9,8/5/18
1895,Data Analyst,"Columbus, OH",40000,7,10/14/19
1899,Data Analyst,"Charlotte, NC",68000,10,4/12/18
2523,Data Analyst,"Orange, CA",103500,9,4/8/17
2526,Data Analyst,"Orange, CA",40000,8,2/18/19
2841,Senior Data Analyst,"Plano, TX",81500,11,2/24/17
1659,Data Analyst - Cardiac Cath Lab,"West Orange, NJ",106000,3,1/17/17
2815,Data Analyst,"Los Angeles, CA",106500,7,11/7/18
1266,Data Analyst,"Los Angeles, CA",108500,4,7/13/20
3084,Data Analyst,"Los Angeles, CA",108500,6,9/18/19
2222,Data Analyst,"Reston, VA",63000,5,10/31/19
1344,Data Analyst,"Newtown, PA",61000,11,2/19/19
2073,Data Analyst,"Indianapolis, IN",67000,6,11/16/17
2447,Data Analyst,"Atlanta, GA",57500,10,1/12/19
1654,Senior Data Analyst - Data Governance,"New York, NY",58000,8,5/3/17
1544,Data Analyst,"Columbus, OH",68000,4,6/13/17
2036,"Data Analyst (Charlotte, NC / Des Moines, IA / Dallas, TX / Phoenix, AZ)","Dallas, TX",48000,4,8/29/19
1633,Data Analyst,"Bronx, NY",59500,3,9/7/20
2860,Data Analyst,"Cupertino, CA",126000,6,5/25/19
1403,Data Analyst,"San Jose, CA",121500,5,9/18/18
2413,Data Analyst,"Sanger, CA",60500,11,12/22/17
2452,Data Analyst,"Duluth, GA",39000,8,12/21/18
1742,Data Analyst,"Downers Grove, IL",77500,8,4/18/20
1978,Data Analyst - Life Sciences,"Foster City, CA",60500,4,9/22/18
2873,Data Analyst,"Oakland, CA",59000,10,1/26/20
1976,Senior Data Analyst,"San Francisco, CA",66000,5,2/14/19
1746,Data Analyst,"Burr Ridge, IL",79500,11,7/18/20
2676,Data Analyst,"New York, NY",55500,11,10/19/17
2807,Data Analyst,"Hermosa Beach, CA",79000,8,7/20/19
1695,Data Analyst,"Hermosa Beach, CA",79000,6,10/18/18
2795,Data Analyst,"West New York, NJ",79000,5,3/23/18
1871,Senior Data Analyst,"San Jose, CA",72000,9,5/20/17
2359,Data Analyst,"Timonium, MD",57000,3,9/8/17
1389,Data Analyst,"Redwood City, CA",119000,8,11/19/19
3189,Data Analyst,"Redwood City, CA",119000,8,5/20/17
1785,Data Analyst - Entry Level,"King of Prussia, PA",59500,3,12/26/17
1711,Data Analyst,"Burbank, CA",53500,3,12/13/19
2602,Senior Data Analyst - Finance and Operations,"Irvine, CA",95500,9,1/22/17
2298,Data Analyst,"Brentwood, TN",74500,9,7/18/20
1986,Senior Data Analyst,"Jeffersonville, IN",47500,4,3/11/20
2208,Data Analyst,"Herndon, VA",84500,4,12/12/19
2054,Data Analyst,"Charlotte, NC",64500,10,6/14/20
1921,Senior Data Analyst,"San Francisco, CA",80500,9,10/20/17
2920,Data Analyst,"Herndon, VA",81000,9,2/22/19
1605,Data Analyst,"New York, NY",69000,11,7/3/17
1560,Senior Data Analyst,"Charlotte, NC",61000,7,12/18/20
1555,Data Analyst,"Charlotte, NC",57000,7,7/9/20
2824,Data Analyst,"Burr Ridge, IL",113000,5,4/13/18
2503,Data Analyst - Digital Lifecycle (Remote Role!),"Morrisville, NC",62500,6,9/13/20
2228,Senior Data Analyst,"Washington, DC",81500,5,12/23/18
1064,Senior Data Analyst,"Washington, DC 20009 (Adams Morgan area)",79000,4,1/30/18
1065,Senior Data Analyst,"Washington, DC 20009 (Adams Morgan area)",79000,5,3/29/20
3051,Data Analyst,United States,92500,10,2/10/19
2489,Data Analyst - Kiewit Data Services,"Omaha, NE",64500,7,10/13/17
2801,Data Analyst (Must have PL/SQL and Healthcare background),"New York, NY",104500,3,7/30/19
1660,Data Analyst (Must have PL/SQL and Healthcare background),"New York, NY",72000,8,11/9/20
1852,Data Analyst,"San Jose, CA",150000,5,7/4/18
3194,Data Analyst,"Sunnyvale, CA",98000,8,8/26/18
1395,Data Analyst,"Sunnyvale, CA",98000,10,11/20/19
2781,Data Analyst,"Sunnyvale, CA",92500,9,2/12/20
1623,Data Analyst,"New York, NY",59500,6,6/10/17
1844,Data Analyst - Senior,"Plano, TX",61000,10,10/26/18
2037,Data Analyst - Senior,"Plano, TX",69000,9,8/23/19
1842,Data Analyst - Senior,"Plano, TX",61000,7,1/16/18
1647,Senior Data Analyst - Data Cataloging / Data Profiling,"New York, NY",39500,8,3/23/17
2740,Data Analyst,United States,51000,9,6/12/17
3028,Data Analyst,"Pittsburgh, PA",49000,6,10/5/18
2622,Data Analyst,"Saint Louis, MO",49500,6,11/2/20
3110,Data Analyst,"Chicago, IL",64500,5,11/12/19
1295,Data Analyst,"Chicago, IL",64500,5,5/20/20
2957,Data Analyst,"Beaverton, OR",71500,5,10/23/18
2955,Data Analyst,"Beaverton, OR",71500,9,9/25/20
2653,Data Analyst,"Pittsburgh, PA",49000,7,12/22/19
1774,Senior Data Analyst,"Phoenix, AZ",74000,9,4/4/20
3024,Data Analyst,"Saint Louis, MO",75000,8,10/22/20
1965,Data Analyst,"San Mateo, CA",99000,3,8/5/18
1780,Data Analyst - Mid-Level,"Tempe, AZ",68500,10,7/2/19
2827,Data Analyst,"Chandler, AZ",71500,6,5/23/19
1490,Data Analyst,"Phoenix, AZ",98500,7,8/20/19
3284,Data Analyst,"Phoenix, AZ",98500,10,2/16/19
1319,Data Analyst,"Phoenix, AZ",70000,11,8/19/19
3130,Data Analyst,"Phoenix, AZ",70000,7,1/28/17
2574,Data Analyst,"Tampa, FL",87500,11,3/7/20
1686,Data Analyst - Va Beach - VA with Security Clearance,"Virginia Beach, VA",56000,5,10/13/19
2581,Data Analyst - Tampa FL with Security Clearance,"Tampa, FL",52500,6,10/2/19
2486,Data Analyst - Colorado Springs with Security Clearance,"Colorado Springs, CO",55000,10,2/5/17
2798,Data Analyst,"Jersey City, NJ",79000,6,10/1/19
2529,Senior Data Analyst - Finance and Operations,"Irvine, CA",40000,4,3/26/19
1095,Senior Data Analyst,United States,162500,8,5/19/19
1154,Senior Data Analyst,United States,162500,3,4/28/18
1186,Senior Data Analyst,United States,162500,7,2/18/17
1160,Senior Data Analyst,United States,162500,11,12/9/19
1140,Senior Data Analyst,United States,162500,9,1/17/20
1141,Senior Data Analyst,United States,162500,6,8/22/20
1187,Senior Data Analyst,United States,162500,9,7/5/18
1159,Senior Data Analyst,United States,162500,5,6/21/18
1142,Senior Data Analyst,United States,162500,10,7/29/19
1157,Senior Data Analyst,United States,162500,6,2/28/17
1097,Senior Data Analyst,United States,162500,4,1/14/19
1144,Senior Data Analyst,United States,162500,8,12/4/20
1153,Senior Data Analyst,United States,162500,6,11/23/19
1188,Senior Data Analyst,United States,162500,11,8/5/17
1152,Senior Data Analyst,United States,162500,6,10/21/18
1096,Senior Data Analyst,United States,162500,7,1/15/19
1189,Senior Data Analyst,United States,162500,9,1/10/17
1150,Senior Data Analyst,United States,162500,5,10/19/19
1161,Senior Data Analyst,United States,162500,8,6/2/20
1147,Senior Data Analyst,United States,162500,7,3/17/17
1092,Senior Data Analyst,United States,162500,5,4/20/17
1145,Senior Data Analyst,United States,162500,8,11/5/19
1094,Senior Data Analyst,United States,162500,4,5/14/18
1149,Senior Data Analyst,United States,162500,3,3/21/19
1091,Senior Data Analyst,United States,162500,6,5/21/19
1162,Senior Data Analyst,United States,162500,9,1/2/17
1067,"Senior Machine Learning Engineer (Washington, D.C. or U.S. R...","Washington, DC•Remote",125000,8,6/14/20
1171,Senior Data Analyst,United States,162500,11,9/30/19
1182,Senior Data Analyst,United States,162500,11,5/7/19
1073,Senior Natural Language Processing Data Scientist,"Reston, VA 20170•Remote",90750,4,4/26/17
1181,Senior Data Analyst,United States,162500,9,3/1/17
1070,"Senior Principal Data Analyst, Enforcement","Rockville, MD 20850",138600,10,12/20/20
1173,Senior Data Analyst,United States,162500,7,9/7/18
1174,Senior Data Analyst,United States,162500,11,7/21/19
1164,Senior Data Analyst,United States,162500,6,11/26/19
1175,Senior Data Analyst,United States,162500,7,6/16/19
1177,Senior Data Analyst,United States,162500,7,2/24/17
1178,Senior Data Analyst,United States,162500,9,6/2/20
1179,Senior Data Analyst,United States,162500,7,10/27/20
1180,Senior Data Analyst,United States,162500,10,12/20/18
995,Information Technology Specialist (SYSADMIN),"Washington, DC•Temporarily Remote",69148,7,12/24/18
1074,Senior Business Data Analyst,"Reston, VA 20190•Remote",110000.5,6,5/13/19
1184,Senior Data Analyst,United States,162500,5,5/10/19
1075,"Senior Software Engineer, Data","Arlington County, VA",102733.5,11,1/15/18
1170,Senior Data Analyst,United States,162500,4,12/30/20
1076,Senior Natural Language Processing Data Scientist,"Reston, VA 20170•Remote",90750,4,10/4/19
2382,Data Analyst,"Owings Mills, MD",75500,9,9/5/20
1079,"Senior Machine Learning Engineer (Washington, D.C. or U.S. R...","Washington, DC•Remote",125000,7,5/4/17
1080,Senior Data Analyst,United States,162500,6,4/17/19
1168,Senior Data Analyst,United States,162500,3,6/10/19
1082,"Senior Machine Learning Engineer (Washington, D.C. or U.S. R...","Washington, DC•Remote",125000,4,11/30/17
1083,Senior Data Analyst,United States,162500,3,12/3/17
1084,Senior Data Analyst,United States,162500,10,4/7/17
1185,Senior Data Analyst,United States,162500,11,10/19/18
1086,Senior Data Analyst,United States,162500,4,1/16/17
1099,Senior Data Analyst,United States,162500,9,2/27/20
1165,Senior Data Analyst,United States,162500,6,2/27/17
1088,Senior Data Analyst,United States,162500,8,12/4/17
1166,Senior Data Analyst,United States,162500,4,10/9/18
1134,Senior Data Analyst,United States,162500,5,2/29/20
1128,Senior Data Analyst,United States,162500,6,10/19/20
1123,Senior Data Analyst,United States,162500,10,9/5/18
1102,Senior Data Analyst,United States,162500,6,8/9/20
1132,Senior Data Analyst,United States,162500,8,10/6/20
1131,Senior Data Analyst,United States,162500,7,2/6/18
1130,Senior Data Analyst,United States,162500,8,11/12/18
1351,Data Analyst,"San Antonio, TX",107000,3,5/6/18
1104,Senior Data Analyst,United States,162500,10,4/4/17
1138,Senior Data Analyst,United States,162500,9,12/8/20
2901,Data Analyst,"McLean, VA",61500,8,8/3/17
2067,Data Analyst,"Indianapolis, IN",67000,8,12/22/17
1108,Senior Data Analyst,United States,162500,10,7/29/18
1127,Senior Data Analyst,United States,162500,9,9/18/17
1125,Senior Data Analyst,United States,162500,9,10/24/20
3156,Data Analyst,"San Antonio, TX",107000,4,3/2/19
1110,Senior Data Analyst,United States,162500,3,2/26/19
1136,Senior Data Analyst,United States,162500,9,4/20/20
1120,Senior Data Analyst,United States,162500,8,8/16/17
1111,Senior Data Analyst,United States,162500,9,7/28/20
1116,Senior Data Analyst,United States,162500,11,3/29/18
1113,Senior Data Analyst,United States,162500,11,3/15/17
1114,Senior Data Analyst,United States,162500,5,1/20/19
392,DevOps / Site Reliability Engineer,"Washington, DC",140000,8,3/26/17
1122,Senior Data Analyst,United States,162500,8,4/12/19
1101,Senior Data Analyst,United States,162500,4,3/30/17
1118,Senior Data Analyst,United States,162500,4,1/23/20
1343,Data Analyst,"Conshohocken, PA",61000,3,1/21/17
3150,Data Analyst,"Conshohocken, PA",61000,7,7/27/19
1322,Senior Data Analyst,"Scottsdale, AZ",59500,7,7/30/20
3133,Senior Data Analyst,"Scottsdale, AZ",59500,6,11/3/20
1778,Senior Data Analyst,"Scottsdale, AZ",68500,10,5/28/17
1350,Data Analyst,"San Antonio, TX",59500,11,10/27/18
1394,Data Analyst,"Cupertino, CA",98000,8,2/14/17
2358,Senior Data Analyst,"Jeffersonville, IN",54000,6,5/11/18
1528,Data Analyst,"Austin, TX",45500,6,5/20/20
1893,Data Analyst,"Columbus, OH",40000,11,9/10/19
2246,Senior Data Analyst,"Reston, VA",122500,5,7/4/17
2572,DATA ANALYST,"Tampa, FL",87500,4,1/21/20
3006,DATA ANALYST,"Tampa, FL",71000,9,9/23/20
2610,Data Analyst,"Cincinnati, OH",81500,10,11/1/19
1855,Data Analyst,"Cupertino, CA",120000,11,10/14/17
2218,Data Analyst,"Herndon, VA",63000,6,2/15/18
1768,Data Analyst,"Phoenix, AZ",73500,9,4/19/17
1607,Data Analyst,"New York, NY",72000,3,3/10/17
2591,Data Analyst,"Cleveland, OH",61000,9,8/27/19
1630,Data Analyst (35 hours/week),"New York, NY",85000,10,11/1/19
3078,Data Analyst,"New York, NY",70000,8,11/9/17
1260,Data Analyst,"New York, NY",70000,7,1/18/17
1487,Data Analyst,"Phoenix, AZ",46500,7,11/8/19
3281,Data Analyst,"Phoenix, AZ",46500,3,7/30/18
2719,Data Analyst,United States,67500,3,5/8/18
2866,Data Analyst,"Jacksonville, FL",56500,9,12/15/17
3045,Data Analyst,"Raleigh, NC",104000,9,5/29/18
1913,Data Analyst,"Indian Trail, NC",64500,9,10/7/18
2248,Senior Data Analyst,"Reston, VA",122500,5,9/24/19
2934,Senior Data Analyst,"Reston, VA",69000,10,6/6/19
2257,Data Analyst,"Boston, MA",86000,6,11/17/20
2509,Data Analyst,"Raleigh, NC",105000,3,10/2/20
2580,Data Analyst,"Tampa, FL",69000,9,6/8/20
2639,Data Analyst,"Saint Louis, MO",104500,11,6/25/17
1884,Data Analyst,"Austin, TX",78500,8,11/5/18
1222,Cloud Data Engineer,"Long Beach, CA",73500,11,12/5/17
2989,Data Analyst - Kiewit Data Services,"Omaha, NE",46500,5,8/11/19
2703,Data Analyst,New Jersey,92500,8,12/4/18
1393,Data Analyst,"Cupertino, CA",98000,9,7/7/20
3193,Data Analyst,"Cupertino, CA",98000,3,2/9/20
2035,Data analyst,"Dallas, TX",70500,5,3/1/20
2722,Data Analyst,New Jersey,67500,10,8/20/18
1582,Data Analyst,"New York, NY",66500,5,9/26/18
1897,Data Analyst,"Columbus, OH",40000,11,11/28/19
2631,Data Analyst,"Saint Charles, MO",49500,8,7/28/19
2249,Senior Data Analyst,"Rockville, MD",71000,4,2/6/19
1839,Senior Data Analyst,"Farmers Branch, TX",63000,10,5/19/19
2787,Data Analyst - Legal Tech,"New York, NY",69500,10,8/19/17
1652,Data Analyst,"Mount Vernon, NY",58000,8,10/3/20
3005,Data Analyst,"Tampa, FL",71000,6,5/24/17
1679,Data Analyst (Kings County),"Hanford, CA",64000,9,1/20/18
2764,Data Analyst,"Princeton Junction, Mercer, NJ",75000,3,9/10/18
2194,Data Analyst,"Arlington, VA",62500,3,9/13/20
2190,Data Analyst,"Arlington, VA",68500,11,9/13/18
2549,Data Analyst,"Minneapolis, MN",47500,6,8/18/20
2384,Senior Data Analyst,"Baltimore, MD",64500,6,8/29/18
3147,Data Analyst,"Feasterville Trevose, PA",163500,5,9/18/19
1339,Data Analyst,"Feasterville Trevose, PA",163500,6,11/25/19
3008,Data Analyst,"Tampa, FL",71000,7,4/15/20
2570,Data Analyst,"Tampa, FL",87500,9,2/28/17
2871,Data Analyst,"Berkeley, CA",80500,5,9/9/19
2152,Data Analyst,"Arlington, VA",118000,9,5/30/17
1262,DATA ANALYST,"New York, NY",79000,3,5/10/18
3080,DATA ANALYST,"New York, NY",79000,9,1/4/17
1565,Data Analyst,"New York, NY",51500,4,2/6/17
1639,Data Analyst (35 hours/week),"New York, NY",66500,4,2/16/18
1563,Data Analyst,"Charlotte, NC",54000,5,7/18/19
2223,Data Analyst - Crystal,"Arlington, VA",61500,11,9/21/20
3070,Data Analyst - Substance Use Disorders,"Lubbock, TX",40500,9,7/8/20
2702,Data Analyst,Remote,92500,9,8/21/20
2992,Data Analyst,"Research Triangle Park, NC",63500,11,12/2/20
2711,Data Analyst,United States,67500,8,9/10/17
1830,Data Analyst,"Plano, TX",63500,5,8/10/18
1641,Data Analyst - QC,"New York, NY",100000,11,1/16/19
1858,Data analyst,"Sunnyvale, CA",120000,8,6/20/19
2039,Data analyst,"Sunnyvale, CA",75500,10,10/26/18
1851,Data Analyst,"Sunnyvale, CA",150000,4,10/10/18
2782,Data Analyst,"Sunnyvale, CA",60500,7,12/9/18
2281,Data Analyst - Data Services,"Boston, MA",61500,9,12/7/18
1744,Senior Data Analyst,"Chicago, IL",77500,11,4/7/18
2768,Data Analyst,"Madison, WI",61500,7,11/4/19
2112,Data Analyst,"Washington, DC",66000,7,9/12/20
2395,Data Analyst (Information Assurance) - CNODDS,"Fort Meade, MD",79500,7,3/23/20
2394,Data Analyst (Information Assurance) - CNODDS with Security Clearance,"Fort Meade, MD",122000,5,12/19/17
2716,Data Analyst,"Scott AFB, IL",67500,9,12/4/20
1629,Data Analyst,"New York, NY",85000,9,10/10/19
1569,Data Analyst,"New York, NY",51500,7,9/26/18
2250,Data Analyst - Internship,"Quincy, MA",75000,8,2/1/19
3229,Data Analyst,"New York, NY",124000,3,8/22/19
1435,Data Analyst,"New York, NY",124000,5,10/30/18
2718,Data Analyst,Remote,67500,5,6/16/20
2302,Senior Data Analyst - Pharmacy,"Nashville, TN",48500,8,12/12/17
2482,Data Analyst - Marketing,"Colorado Springs, CO",55000,7,8/27/18
2074,Data Analyst,"Indianapolis, IN",33000,3,6/2/19
1441,Data Analyst,"Los Angeles, CA",103000,11,4/3/18
3235,Data Analyst,"Los Angeles, CA",103000,10,9/9/19
2519,Data Analyst,"Los Angeles, CA",70000,6,1/10/17
1575,Data Analyst,"New York, NY",66500,11,6/29/19
2937,Data Analyst (Federal Contract),"Washington, DC",57500,8,8/12/20
1571,Data Analyst,"Brooklyn, NY",66500,6,9/16/18
1537,Data Analyst,"Irving, TX",55500,10,10/25/17
1545,Data Analyst,"Irving, TX",96000,9,6/8/19
